Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
1.33 : 1,5.2,,,United States,D.W. Griffith,"Action , Short",,,"September 15, 1908 (United States)",17min,Silent,"Florence Lawrence , Charles Inslee , Linda Arvidson",The Red Girl,,,"Kate Nelson, a girl miner who has been working a claim in the mountains, runs into the office of the frontier hotel with the tidings that she has at last struck paydirt, showing a bag of val...",tt00000747,19,
1.33 : 1,,,,United States,"Wallace McCutcheon , (unconfirmed)",,,,"January 4, 1908 (United States)",,Silent,"Robert Harron , Anthony O'Sullivan , D.W. Griffith , (uncredited)",Professional Jealousy,,,"Two young ladies, members of a dramatic stock company, are rivals for stellar honors. One seems to have had things her own way for a time, having been cast always for the leading roles, whic...",tt00000744,,
1.33 : 1,5.9,,,United States,D.W. Griffith,"Western , Short , Action",,,"July 28, 1908 (United States)",14min,Silent,"Charles Inslee , John Tansey , Linda Arvidson",The Red Man and the Child,,,"Alongside of a beautiful mountain stream in the foothills of Colorado there camped a Sioux Indian, who besides being a magnificent type of the aboriginal American, is a most noble creature, ...",tt00000748,26,
1.33 : 1,,,,United Kingdom,Theo Frenkel,"Short , Drama",None,,December 1908 (United Kingdom),,Silent,,Poverty and Compassion,,,A poor man is jailed for stealing to help his starving family.,tt00000742,,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Short , Action",,,"November 6, 1908 (United States)",16min,Silent,"George Gebhardt , Linda Arvidson , Charles Inslee , (unconfirmed)",The Pirate's Gold,,,"Young Wilkinson is leaving his dear old mother for a journey to seek his fortune in a foreign clime. Now, the little cottage is situated near the coast. The waters of the sea have been infes...",tt00000740,17,
1.33 : 1,5.4,,,United States,D.W. Griffith,"Short , Action , Drama",,,"October 20, 1908 (United States)",14min,Silent,"Arthur V. Johnson , Claire McDowell , Harry Solter",The Planter's Wife,D.W. Griffith,,"John Holland, a planter in a small way, is devotedly attached to his wife and infant child. The wife wearies of the monotonous grind of farm life and is easy prey of a contemptible villain, ...",tt00000741,18,
1.33 : 1,7.4,,,United States,D.W. Griffith,"Drama , Short",,,"December 11, 1908 (United States)",8min,Silent,"Harry Solter , Florence Lawrence , Mack Sennett",The Reckoning,,,"We find a couple struggling for a livelihood, meager though it needs must be. The husband seemed content in the struggle, working at the factory for the pittance he received, but his love fo...",tt00000746,19,
1.33 : 1,6.8,,,United States,Wallace McCutcheon,"Short , Comedy",,,"February 27, 1908 (United States)",,Silent,"D.W. Griffith , Edward Dillon , Linda Arvidson",The Princess in the Vase,,,"The opening scenes of this production are laid in Egypt five hundred years before Herodotus, the Father of History, visited that country. Three thousand years ago there dwelt in Egyptian Mem...",tt00000743,15,
,,,,United States,,"Short , Drama",None,,,,Silent,,"Raffles, an American Cracksman",Gilbert M. 'Broncho Billy' Anderson,,,tt00000745,,
1.33 : 1,6.3,,,Spain,Antonio Cuesta,,None,,,,Silent,,El pastorcito de Torrente,,,,tt00000739,15,
,8.0,,,United States,,,None,,,,Silent,,The Paris Hat,,,There is no confirmed documentation that any film bearing this title was ever produced or distributed at this time. Most likely the correct title is The New York Hat (1912). Lionel Barrymore...,tt00000738,20,
1.33 : 1,4.7,,,United States,Wallace McCutcheon,"Short , Western",,,"June 23, 1908 (United States)",,Silent,,The Outlaw,D.W. Griffith,,"Jack Morgan was a handsome fellow, but an outlaw, and although he worked in a most fearless, daring fashion, he successfully thwarted all attempts at this apprehension. Hence it was that the...",tt00000736,15,
1.33 : 1,5.5,,,United States,Stanner E.V. Taylor,"Short , Drama",,,"June 26, 1908 (United States)",13min,Silent,"Florence Auer , Edward Dillon , Mack Sennett",Over the Hill to the Poorhouse,"Will Carleton , (poem)",,"The mother of a large family is abandoned by her children and faces consignment to the poorhouse. But one of her offspring, the one no one had faith in, returns to rescue her.",tt00000737,30,
1.33 : 1,5.8,,,United States,D.W. Griffith,"Short , Comedy",,,"December 25, 1908 (United States)",8min,Silent,"John R. Cumpson , Florence Lawrence , Mack Sennett",Mr. Jones at the Ball,D.W. Griffith,,,tt00000730,52,
1.33 : 1,6.2,,,United States,Wallace McCutcheon,"Drama , Short",,,"March 28, 1908 (United States)",10min,Silent,"Edward Dillon , D.W. Griffith , Mack Sennett","Old Isaacs, the Pawnbroker",D.W. Griffith,,"In this fiction film, a small girl in an urban slum seeks aid for her sick and starving mother. Trying to pawn her doll, she attracts the attention of the shop's owner old Isaacs, who later ...",tt00000733,31,
1.33 : 1,,,,United States,Wallace McCutcheon,,,,"May 6, 1908 (United States)",,Silent,,The Music Master,D.W. Griffith,,"What is more miserable than love-blighted life? For the heart that truly loves can never forget. Such is the sad fate of the hero of this Biograph story. Herr Von Mitzel, a disciple of Anton...",tt00000732,,
1.33 : 1,4.2,,,United States,William V. Ranous,"Short , Drama , Romance",None,,"April 12, 1908 (United States)",,Silent,"William V. Ranous , Julia Swayne Gordon , Hector Dion",Othello,"William Shakespeare , (play)",,The Moorish general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his lieutenant Michael Cassio when in reality it is all part of the s...,tt00000734,14,
1.33 : 1,6.2,,,United States,"D.W. Griffith , (unconfirmed)","Short , Comedy",,,"September 4, 1908 (United States)",7min,Silent,"John R. Cumpson , Harry Solter , Edward Dillon",Monday Morning in a Coney Island Police Court,Mack Sennett,,"The Hon. Patrick Henry McPheeney is Justice of the Police Court of the world's greatest playground. Sunday night is a most busy one for the coppers, and the cooler on Monday morning is jamme...",tt00000727,19,
1.33 : 1,4.6,,,United States,D.W. Griffith,"Short , Comedy",,,"January 9, 1909 (United States)",11min,Silent,"John R. Cumpson , Florence Lawrence , Jeanie Macpherson",Mrs. Jones Entertains,,,,tt00000731,22,
1.33 : 1,5.9,,,United States,D.W. Griffith,"Short , Crime , Drama",,,"December 4, 1908 (United States)",11min,Silent,"Charles Inslee , Harry Solter , George Gebhardt",Money Mad,D.W. Griffith,,"The central figure is an old miser, who in parsimonionsness is a Harpahon. And, like Fosene, boarded his money in a secret cellar, where he met his death. We first find him begging on the. s...",tt00000728,109,
,,,,Portugal,,"Documentary , Short",None,,"March 26, 1908 (Portugal)",,Silent,,Os Moços de Fretes Têm Sede,,,,tt00000729,,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Comedy",,,"June 12, 1908 (United States)",,Silent,"Edward Dillon , Robert Harron",Mixed Babies,D.W. Griffith,,"Reversing the proverb. ""Tis a wise parent that knows its own child,"" especially in a bargain day rush at a New York department store. The Joneses had not been blessed with a child of their, ...",tt00000725,,
,,,,Spain,Fructuós Gelabert,"Short , Documentary",None,,,10min,Silent,,Monasterio de Poblet,,,"Short documentary about the monastery of Poblet, in Tarragona, Spain.",tt00000726,,
1.33 : 1,4.5,,,Italy,,"Short , Drama , Music , Romance",,,"October 30, 1906 (Italy)",,Silent,"Ubaldo Maria Del Colle , Maria Caserini , Mario Caserini",Otello,"William Shakespeare , (play ""Othello"")",,The Moorish general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his lieutenant Michael Cassio when in reality it is all part of the s...,tt0000609,19,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Crime , Drama",,,"June 19, 1908 (United States)",,Silent,"Edward Dillon , D.W. Griffith , George Gebhardt",The Man in the Box,,,"A poorly compensated bank clerk is, we may say, to that trying position of ""Tantalus"" in sight of tons of money but not a dollar of his own. This became more torturing as time went on, until...",tt00000721,,
1.33 : 1,5.2,,,United States,J. Stuart Blackton,"Drama , Short",None,,"December 22, 1908 (United States)",9min,Silent,"Julia Swayne Gordon , William V. Ranous , Florence Turner",The Merchant of Venice,,,"A rich merchant, Antonio is depressed for no good reason, until his good friend Bassanio comes to tell him how he's in love with Portia. Portia's father has died and left a very strange will...",tt00000724,40,
1.33 : 1,,,,Spain,,,None,,1908 (Spain),18min,Silent,"Lorenza Adriá , José Claramunt , María Ega",María Rosa,,,,tt00000723,,
1.33 : 1,,,,Spain,Fructuós Gelabert,"Short , Documentary",None,,,14min,Silent,,"Mallorca, isla dorada",,,,tt00000719,,
1.33 : 1,5.4,,,United Kingdom,William Haggar,"Short , Drama",None,,July 1908 (United Kingdom),,Silent,"Violet Haggar , Walter Haggar",Maria Marten,,,A squire's murder of his pregnant mistress is revealed by a mother's dream.,tt00000722,12,
1.33 : 1,6.6,,,United States,D.W. Griffith,"Short , Drama",,,"August 14, 1908 (United States)",13min,Silent,"George Gebhardt , Linda Arvidson , Charles Inslee",The Man and the Woman,D.W. Griffith,,"John and Tom Wilkins are brothers and most divergent in natures. John is a clergyman and a noble, upright fellow, while Tom is a scapegrace, wild, reckless and unscrupulous. Not having the p...",tt00000720,18,
1.33 : 1,,,,United States,J. Stuart Blackton,"Documentary , Short",None,,"December 8, 1908 (United States)",,Silent,,Making Moving Pictures,,,"A Day in the Vitagraph Studio. Of the thousands who daily witness moving picture exhibitions, the number who have any conception of the manner of making a picture is comparatively small. The...",tt00000718,,
1.33 : 1,,,,United States,,"Short , Comedy , Western",,,"January 22, 1908 (United States)",,Silent,"Edward Dillon , John T. Dillon , Anthony O'Sullivan",Lonesome Junction,,,"Lonesome Junction, though a howling wilderness, possessed one blessing, a train to somewhere else, but like all good things in this world, none are gained without a struggle. So the trains, ...",tt00000716,,
1.33 : 1,,,,United States,Edwin S. Porter,"Short , Western",None,,,17min,Silent,,The Life of an American Cowboy,Gilbert M. 'Broncho Billy' Anderson,,,tt00000715,,
1.33 : 1,5.9,,,United States,J. Stuart Blackton,"Short , Drama",,,"April 19, 1908 (United States)",9min,Silent,"William V. Ranous , Louise Carver , Paul Panzer",Macbeth,"William Shakespeare , (play)",,Macbeth usurps the Scottish throne by murdering his predecessor.,tt00000717,18,
1.33 : 1,6.0,,,United States,Wallace McCutcheon,"Short , Drama",,,"April 29, 1908 (United States)",,Silent,"D.W. Griffith , Linda Arvidson , Mack Sennett",The King's Messenger,,,"The action is laid in the seventeenth century, and the costumes, while historically accurate, are most lavishly elaborate. A bitter war is waging between two kingdoms, and as the King and Qu...",tt00000713,21,
1.33 : 1,,,,United States,Van Dyke Brooke,"Short , Drama",None,,"October 10, 1908 (United States)",,Silent,"Maurice Costello , Mary Fuller",Leah the Forsaken,"Ritter von Mosenthal , (story)",,"Leah, a Jewess, with several of her people, are observed in conversation, as a number of Christians come suddenly upon them, stone and drive them away. At the parish church the worshipers ar...",tt00000714,,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Comedy",,,"April 15, 1908 (United States)",,Silent,"Harry Solter , D.W. Griffith , Linda Arvidson , (uncredited)",King of the Cannibal Islands,,,"""Music hath charms to soothe a savage breast."" Not always, but sometimes. Hence it was that the dulcet tones produced by Heinie Holtzmeyer, the fiddler, and Orpheus of the little Holland Vil...",tt00000712,,
1.33 : 1,5.4,,,United States,D.W. Griffith,"Short , Action",,,"November 20, 1908 (United States)",15min,Silent,"Arthur V. Johnson , Florence Lawrence , George Gebhardt",The Ingrate,D.W. Griffith,,,tt00000707,25,
1.33 : 1,5.1,,,United States,D.W. Griffith,"Short , Drama , Romance",,,"October 13, 1908 (United States)",13min,Silent,"Charles Inslee , Harry Solter , Florence Lawrence","Ingomar, the Barbarian",,,,tt00000706,30,
1.33 : 1,4.6,,,United States,Wallace McCutcheon,"Short , Comedy",,,"June 16, 1908 (United States)",12min,Silent,"Edward Dillon , D.W. Griffith , Anthony O'Sullivan",The Invisible Fluid,,1,"Had the poor melancholy Dane, Hamlet, lived in this, the twentieth century, he would never have given voice to the remark, ""Oh, that this too, too solid flesh would melt, thaw and resolve it...",tt00000708,32,1
,,,,Spain,Ignacio Coyne,"Short , Documentary",None,,,36min,Silent,,Inauguración de la exposición hispano-francesa,,,"A documentary about the inauguration of the ""Arts Exposition"" in Zaragoza, with the assistance of several artists and personalities from Spain and France.",tt00000705,,
1.33 : 1,4.4,,,United States,Wallace McCutcheon,"Short , Western",,,"July 7, 1908 (United States)",,Silent,"Edward Dillon , Florence Auer , D.W. Griffith",The Kentuckian,,,"A rich young Kentuckian flees West after killing a man in a poker-related duel. Posing as a miner, he visits a saloon, where he carelessly reveals the wad of cash he is carrying. This attrac...",tt00000711,22,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Comedy",,,"April 22, 1908 (United States)",,Silent,"Edward Dillon , Gene Gauntier , (unconfirmed) , D.W. Griffith",Hulda's Lovers,Gene Gauntier,,"Hulda is a maiden fair to look upon. Her artless rustic simplicity, rivaling Hebe's gorgeous radiance, phlogisticates the susceptible hearts of the village swains. But alas, Hulda was a fick...",tt00000703,,
1.33 : 1,5.6,,,United States,,"Short , Drama , History",,,"December 1, 1908 (United States)",13min,Silent,"Charles Kent , William Shea , Maurice Costello",Julius Caesar,,,"Shakespeare's historical tragedy of the rise and fall of Julius Caesar, told in fifteen scenes.",tt00000709,54,
1.33 : 1,5.6,,,United States,,"Animation , Short , Comedy",None,"Kalem Company , Vitagraph Company of America",1898 (United States),,Silent,,The Humpty Dumpty Circus,"J. Stuart Blackton , (animated by)",,"A reel of mirth-provoking stunts that will draw the pennies from the children, but which is of much interest to young and old alike. It opens with a crowd of children leaving school and marc...",tt00000704,46,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Comedy",,,"May 29, 1908 (United States)",,Silent,,His Day of Rest,Frank E. Woods,,"Poor Jones plodded along in his wearying struggle to earn the pittance with which to maintain the home, and though often plunged into doleful, dismal doldrums, being of an imperturbable natu...",tt00000701,,
